"","school_year","local_student_id","subject_code","test_version","scale_score","performance_level"
"2912","2023-2024","108137072","Social Studies","S",4000,"Meets"
"2913","2023-2024","108137072","Science","S",3633,"Approaches"
"2914","2023-2024","108137072","Science","S",3633,"Approaches"
"2915","2023-2024","108049105","Reading","S",1611,"Approaches"
"2916","2023-2024","108049105","Reading","S",1611,"Approaches"
"2917","2023-2024","108049105","Social Studies","S",3550,"Approaches"
"2918","2023-2024","108049105","Social Studies","S",3550,"Approaches"
"2919","2023-2024","108049105","Science","S",3162,"Did not meet"
"2920","2023-2024","108049105","Science","S",3162,"Did not meet"
"2921","2023-2024","108100255","Reading","S",1698,"Meets"
"2922","2023-2024","108100255","Reading","S",1698,"Meets"
"2923","2023-2024","108100255","Social Studies","S",3409,"Did not meet"
"2924","2023-2024","108100255","Social Studies","S",3409,"Did not meet"
"2925","2023-2024","108100255","Science","S",3377,"Did not meet"
"2926","2023-2024","108100255","Science","S",3377,"Did not meet"
"2927","2023-2024","108048527","Reading","S",2058,"Masters"
"2928","2023-2024","108048527","Reading","S",2058,"Masters"
"2929","2023-2024","108048527","Social Studies","S",5060,"Masters"
"2930","2023-2024","108048527","Social Studies","S",5060,"Masters"
"2931","2023-2024","108048527","Science","S",4825,"Masters"
"2932","2023-2024","108048527","Science","S",4825,"Masters"
"2933","2023-2024","108049874","Reading","S",1749,"Meets"
"2934","2023-2024","108049874","Reading","S",1749,"Meets"
"2935","2023-2024","108049874","Social Studies","S",3626,"Approaches"
"2936","2023-2024","108049874","Social Studies","S",3626,"Approaches"
"2937","2023-2024","108049874","Science","S",3508,"Did not meet"
"2938","2023-2024","108049874","Science","S",3508,"Did not meet"
"2939","2023-2024","108057968","Reading","S",1592,"Approaches"
"2940","2023-2024","108057968","Social Studies","S",3409,"Did not meet"
"2941","2023-2024","108232202","Reading","S",1622,"Approaches"
"2942","2023-2024","108232202","Reading","S",1622,"Approaches"
"2943","2023-2024","108232202","Social Studies","S",3409,"Did not meet"
"2944","2023-2024","108232202","Social Studies","S",3409,"Did not meet"
"2945","2023-2024","108232202","Science","S",3377,"Did not meet"
"2946","2023-2024","108232202","Science","S",3377,"Did not meet"
"2947","2023-2024","108078772","Reading","S",1781,"Meets"
"2948","2023-2024","108078772","Reading","S",1781,"Meets"
"2949","2023-2024","108078772","Social Studies","S",4502,"Masters"
"2950","2023-2024","108078772","Social Studies","S",4502,"Masters"
"2951","2023-2024","108078772","Science","S",4430,"Meets"
"2952","2023-2024","108078772","Science","S",4430,"Meets"
"2953","2023-2024","108048893","Reading","S",1663,"Approaches"
"2954","2023-2024","108048893","Reading","S",1663,"Approaches"
"2955","2023-2024","108048893","Social Studies","S",3729,"Approaches"
"2956","2023-2024","108048893","Social Studies","S",3729,"Approaches"
"2957","2023-2024","108048893","Science","S",3444,"Did not meet"
"2958","2023-2024","108048893","Science","S",3444,"Did not meet"
"2959","2023-2024","108062227","Reading","S",1856,"Masters"
"2960","2023-2024","108062227","Reading","S",1856,"Masters"
"2961","2023-2024","108062227","Social Studies","S",4310,"Meets"
"2962","2023-2024","108062227","Social Studies","S",4310,"Meets"
"2963","2023-2024","108062227","Science","S",3871,"Approaches"
"2964","2023-2024","108062227","Science","S",3871,"Approaches"
"2965","2023-2024","108137063","Reading","S",1592,"Approaches"
"2966","2023-2024","108137063","Reading","S",1592,"Approaches"
"2967","2023-2024","108137063","Social Studies","S",3780,"Approaches"
"2968","2023-2024","108137063","Social Studies","S",3780,"Approaches"
"2969","2023-2024","108137063","Science","S",3377,"Did not meet"
"2970","2023-2024","108137063","Science","S",3377,"Did not meet"
"2971","2023-2024","108048951","Reading","S",1828,"Masters"
"2972","2023-2024","108048951","Reading","S",1828,"Masters"
"2973","2023-2024","108048951","Social Studies","S",4575,"Masters"
"2974","2023-2024","108048951","Social Studies","S",4575,"Masters"
"2975","2023-2024","108048951","Science","S",4430,"Meets"
"2976","2023-2024","108048951","Science","S",4430,"Meets"
"2977","2023-2024","108049861","Reading","S",1871,"Masters"
"2978","2023-2024","108049861","Reading","S",1871,"Masters"
"2979","2023-2024","108049861","Social Studies","S",4502,"Masters"
"2980","2023-2024","108049861","Social Studies","S",4502,"Masters"
"2981","2023-2024","108049861","Science","S",3753,"Approaches"
"2982","2023-2024","108049861","Science","S",3753,"Approaches"
"2983","2023-2024","108053021","Reading","S",1739,"Meets"
"2984","2023-2024","108053021","Reading","S",1739,"Meets"
"2985","2023-2024","108053021","Social Studies","S",4141,"Meets"
"2986","2023-2024","108053021","Social Studies","S",4141,"Meets"
"2987","2023-2024","108053021","Science","S",4109,"Meets"
"2988","2023-2024","108053021","Science","S",4109,"Meets"
"2989","2023-2024","108075040","Reading","S",1803,"Masters"
"2990","2023-2024","108075040","Reading","S",1803,"Masters"
"2991","2023-2024","108075040","Social Studies","S",4088,"Meets"
"2992","2023-2024","108075040","Social Studies","S",4088,"Meets"
"2993","2023-2024","108075040","Science","S",4297,"Meets"
"2994","2023-2024","108075040","Science","S",4297,"Meets"
"2995","2023-2024","108050566","Reading","S",1871,"Masters"
"2996","2023-2024","108050566","Reading","S",1871,"Masters"
"2997","2023-2024","108050566","Social Studies","S",4938,"Masters"
"2998","2023-2024","108050566","Social Studies","S",4938,"Masters"
"2999","2023-2024","108050566","Science","S",4825,"Masters"
"3000","2023-2024","108050566","Science","S",4825,"Masters"
"3001","2023-2024","108053330","Reading","S",1759,"Meets"
"3002","2023-2024","108053330","Reading","S",1759,"Meets"
"3003","2023-2024","108053330","Social Studies","S",3465,"Did not meet"
"3004","2023-2024","108053330","Social Studies","S",3465,"Did not meet"
"3005","2023-2024","108053330","Science","S",3508,"Did not meet"
"3006","2023-2024","108053330","Science","S",3508,"Did not meet"
"3007","2023-2024","108048764","Reading","S",1887,"Masters"
"3008","2023-2024","108048764","Reading","S",1887,"Masters"
"3009","2023-2024","108048764","Social Studies","S",4141,"Meets"
"3010","2023-2024","108048764","Social Studies","S",4141,"Meets"
"3011","2023-2024","108048764","Science","S",4430,"Meets"
"3012","2023-2024","108048764","Science","S",4430,"Meets"
"3013","2023-2024","108048561","Reading","S",1803,"Masters"
"3014","2023-2024","108048561","Reading","S",1803,"Masters"
"3015","2023-2024","108048561","Social Studies","S",4252,"Meets"
"3016","2023-2024","108048561","Social Studies","S",4252,"Meets"
"3017","2023-2024","108048561","Science","S",5028,"Masters"
"3018","2023-2024","108048561","Science","S",5028,"Masters"
"3019","2023-2024","108061458","Reading","S",1803,"Masters"
"3020","2023-2024","108061458","Reading","S",1803,"Masters"
"3021","2023-2024","108061458","Social Studies","S",4000,"Meets"
"3022","2023-2024","108061458","Social Studies","S",4000,"Meets"
"3023","2023-2024","108061458","Science","S",4501,"Meets"
"3024","2023-2024","108061458","Science","S",4501,"Meets"
"3025","2023-2024","108095996","Reading","S",1871,"Masters"
"3026","2023-2024","108095996","Reading","S",1871,"Masters"
"3027","2023-2024","108095996","Social Studies","S",4737,"Masters"
"3028","2023-2024","108095996","Social Studies","S",4737,"Masters"
"3029","2023-2024","108095996","Science","S",4362,"Meets"
"3030","2023-2024","108095996","Science","S",4362,"Meets"
"3031","2023-2024","108160954","Reading","S",1816,"Masters"
"3032","2023-2024","108160954","Reading","S",1816,"Masters"
"3033","2023-2024","108160954","Social Studies","S",4000,"Meets"
"3034","2023-2024","108160954","Social Studies","S",4000,"Meets"
"3035","2023-2024","108160954","Science","S",4575,"Meets"
"3036","2023-2024","108160954","Science","S",4575,"Meets"
"3037","2023-2024","108113347","Reading","S",1816,"Masters"
"3038","2023-2024","108113347","Reading","S",1816,"Masters"
"3039","2023-2024","108113347","Social Studies","S",3831,"Approaches"
"3040","2023-2024","108113347","Social Studies","S",3831,"Approaches"
"3041","2023-2024","108113347","Science","S",4170,"Meets"
"3042","2023-2024","108113347","Science","S",4170,"Meets"
"3043","2023-2024","108078712","Reading","S",1739,"Meets"
"3044","2023-2024","108078712","Reading","S",1739,"Meets"
"3045","2023-2024","108078712","Social Studies","S",3409,"Did not meet"
"3046","2023-2024","108078712","Social Studies","S",3409,"Did not meet"
"3047","2023-2024","108078712","Science","S",3812,"Approaches"
"3048","2023-2024","108078712","Science","S",3812,"Approaches"
"3049","2023-2024","108110521","Reading","S",1770,"Meets"
"3050","2023-2024","108110521","Reading","S",1770,"Meets"
"3051","2023-2024","108110521","Social Studies","S",4088,"Meets"
"3052","2023-2024","108110521","Social Studies","S",4088,"Meets"
"3053","2023-2024","108110521","Science","S",4170,"Meets"
"3054","2023-2024","108110521","Science","S",4170,"Meets"
"3055","2023-2024","108049232","Reading","S",1749,"Meets"
"3056","2023-2024","108049232","Reading","S",1749,"Meets"
"3057","2023-2024","108049232","Social Studies","S",4831,"Masters"
"3058","2023-2024","108049232","Social Studies","S",4831,"Masters"
"3059","2023-2024","108049232","Science","S",4575,"Meets"
"3060","2023-2024","108049232","Science","S",4575,"Meets"
"3061","2023-2024","108179388","Reading","S",1633,"Approaches"
"3062","2023-2024","108179388","Reading","S",1633,"Approaches"
"3063","2023-2024","108179388","Social Studies","S",4737,"Masters"
"3064","2023-2024","108179388","Social Studies","S",4737,"Masters"
"3065","2023-2024","108179388","Science","S",3989,"Approaches"
"3066","2023-2024","108179388","Science","S",3989,"Approaches"
"3067","2023-2024","108048366","Reading","S",1759,"Meets"
"3068","2023-2024","108048366","Reading","S",1759,"Meets"
"3069","2023-2024","108048366","Social Studies","S",4938,"Masters"
"3070","2023-2024","108048366","Social Studies","S",4938,"Masters"
"3071","2023-2024","108048366","Science","S",4501,"Meets"
"3072","2023-2024","108048366","Science","S",4501,"Meets"
"3073","2023-2024","108048696","Reading","S",1904,"Masters"
"3074","2023-2024","108048696","Reading","S",1904,"Masters"
"3075","2023-2024","108048696","Social Studies","S",4575,"Masters"
"3076","2023-2024","108048696","Social Studies","S",4575,"Masters"
"3077","2023-2024","108048696","Science","S",4000,"Meets"
"3078","2023-2024","108048696","Science","S",4000,"Meets"
"3079","2023-2024","108049274","Reading","S",1856,"Masters"
"3080","2023-2024","108049274","Reading","S",1856,"Masters"
"3081","2023-2024","108049274","Social Studies","S",4252,"Meets"
"3082","2023-2024","108049274","Social Studies","S",4252,"Meets"
"3083","2023-2024","108049274","Science","S",4501,"Meets"
"3084","2023-2024","108049274","Science","S",4501,"Meets"
"3085","2023-2024","108051735","Reading","S",1944,"Masters"
"3086","2023-2024","108051735","Reading","S",1944,"Masters"
"3087","2023-2024","108051735","Social Studies","S",5207,"Masters"
"3088","2023-2024","108051735","Social Studies","S",5207,"Masters"
"3089","2023-2024","108051735","Science","S",5147,"Masters"
"3090","2023-2024","108051735","Science","S",5147,"Masters"
"3091","2023-2024","108060362","Reading","S",1622,"Approaches"
"3092","2023-2024","108060362","Social Studies","S",3230,"Did not meet"
"3093","2023-2024","108047919","Reading","S",1828,"Masters"
"3094","2023-2024","108047919","Reading","S",1828,"Masters"
"3095","2023-2024","108047919","Social Studies","S",4435,"Masters"
"3096","2023-2024","108047919","Social Studies","S",4435,"Masters"
"3097","2023-2024","108047919","Science","S",4170,"Meets"
"3098","2023-2024","108047919","Science","S",4170,"Meets"
"3099","2023-2024","108049092","Reading","S",1644,"Approaches"
"3100","2023-2024","108049092","Reading","S",1644,"Approaches"
"3101","2023-2024","108049092","Social Studies","S",4088,"Meets"
"3102","2023-2024","108049092","Social Studies","S",4088,"Meets"
"3103","2023-2024","108049092","Science","S",3930,"Approaches"
"3104","2023-2024","108049092","Science","S",3930,"Approaches"
"3105","2023-2024","108179381","Reading","S",1720,"Meets"
"3106","2023-2024","108179381","Reading","S",1720,"Meets"
"3107","2023-2024","108179381","Social Studies","S",3882,"Approaches"
"3108","2023-2024","108179381","Social Studies","S",3882,"Approaches"
"3109","2023-2024","108179381","Science","S",4297,"Meets"
"3110","2023-2024","108179381","Science","S",4297,"Meets"
"3111","2023-2024","108150541","Reading","S",1904,"Masters"
"3112","2023-2024","108150541","Reading","S",1904,"Masters"
"3113","2023-2024","108150541","Social Studies","S",4435,"Masters"
"3114","2023-2024","108150541","Social Studies","S",4435,"Masters"
"3115","2023-2024","108150541","Science","S",4619,"Masters"
"3116","2023-2024","108150541","Science","S",4619,"Masters"
"3117","2023-2024","108055210","Reading","S",1992,"Masters"
"3118","2023-2024","108055210","Reading","S",1992,"Masters"
"3119","2023-2024","108055210","Social Studies","S",4737,"Masters"
"3120","2023-2024","108055210","Social Studies","S",4737,"Masters"
"3121","2023-2024","108055210","Science","S",4921,"Masters"
"3122","2023-2024","108055210","Science","S",4921,"Masters"
"3123","2023-2024","108053170","Reading","S",1816,"Masters"
"3124","2023-2024","108053170","Reading","S",1816,"Masters"
"3125","2023-2024","108053170","Social Studies","S",4352,"Masters"
"3126","2023-2024","108053170","Social Studies","S",4352,"Masters"
"3127","2023-2024","108053170","Science","S",4000,"Meets"
"3128","2023-2024","108053170","Science","S",4000,"Meets"
"3129","2023-2024","108039438","Reading","S",1673,"Approaches"
"3130","2023-2024","108039438","Reading","S",1673,"Approaches"
"3131","2023-2024","108039438","Social Studies","S",3678,"Approaches"
"3132","2023-2024","108039438","Social Studies","S",3678,"Approaches"
"3133","2023-2024","108039438","Science","S",3444,"Did not meet"
"3134","2023-2024","108039438","Science","S",3444,"Did not meet"
"3135","2023-2024","108137073","Reading","S",2022,"Masters"
"3136","2023-2024","108137073","Reading","S",2022,"Masters"
"3137","2023-2024","108137073","Social Studies","S",4652,"Masters"
"3138","2023-2024","108137073","Social Studies","S",4652,"Masters"
"3139","2023-2024","108137073","Science","S",4619,"Masters"
"3140","2023-2024","108137073","Science","S",4619,"Masters"
"3141","2023-2024","108049860","Reading","S",1692,"Approaches"
"3142","2023-2024","108049860","Reading","S",1692,"Approaches"
"3143","2023-2024","108049860","Social Studies","S",3933,"Approaches"
"3144","2023-2024","108049860","Social Studies","S",3933,"Approaches"
"3145","2023-2024","108049860","Science","S",4109,"Meets"
"3146","2023-2024","108049860","Science","S",4109,"Meets"
"3147","2023-2024","108039708","Reading","S",1710,"Meets"
"3148","2023-2024","108039708","Reading","S",1710,"Meets"
"3149","2023-2024","108039708","Social Studies","S",4000,"Meets"
"3150","2023-2024","108039708","Social Studies","S",4000,"Meets"
"3151","2023-2024","108039708","Science","S",3633,"Approaches"
"3152","2023-2024","108039708","Science","S",3633,"Approaches"
"3153","2023-2024","108124699","Reading","S",1654,"Approaches"
"3154","2023-2024","108124699","Reading","S",1654,"Approaches"
"3155","2023-2024","108124699","Social Studies","S",3409,"Did not meet"
"3156","2023-2024","108124699","Social Studies","S",3409,"Did not meet"
